n_sources,n_dataitems,n_distinct,coverage_dist,truth_dist,distinct_dist,spread_dist,optimal_perc_score_1,optimal_score_1,n_claims_1,TwoEstimates_time_1,TwoEstimates_score_perc_1,TwoEstimates_score_1,optimal_perc_score_2,optimal_score_2,n_claims_2,TwoEstimates_time_2,TwoEstimates_score_perc_2,TwoEstimates_score_2,optimal_perc_score_3,optimal_score_3,n_claims_3,TwoEstimates_time_3,TwoEstimates_score_perc_3,TwoEstimates_score_3,TwoEstimates_time,TwoEstimates_score_perc,TwoEstimates_score,optimal_perc_score,optimal_score,n_claims
100,500,20,F_TruncPareto,F_S_TruncPareto,F_TruncPareto,F_TruncPareto,1.0,500,44739,3.857763167,0.03,15,1.0,500,44644,3.642471792,0.024,12,1.0,500,43382,2.7775697919999995,0.008,4,3.4259349169999997,0.020666666666666667,10.333333333333334,1.0,500.0,44255.0
100,500,20,F_TruncPareto,F_S_TruncPareto,F_TruncPareto,F_TruncExponential,1.0,500,42509,3.277098999999999,0.036,18,1.0,500,43662,3.742058166000001,0.012,6,1.0,500,43445,3.5887487919999996,0.03,15,3.5359686526666665,0.026,13.0,1.0,500.0,43205.333333333336
100,500,20,F_TruncPareto,F_S_TruncPareto,F_TruncPareto,Uniform,1.0,500,43818,4.412109208,0.038,19,1.0,500,43756,3.537955334000001,0.024,12,1.0,500,43212,3.5751579589999984,0.016,8,3.8417408336666665,0.026,13.0,1.0,500.0,43595.333333333336
100,500,20,F_TruncPareto,F_S_TruncPareto,F_TruncPareto,TruncExponential,1.0,500,43213,4.296219750000001,0.038,19,1.0,500,43593,4.138402792000001,0.046,23,1.0,500,43851,3.3881469589999984,0.008,4,3.940923167,0.030666666666666665,15.333333333333334,1.0,500.0,43552.333333333336
100,500,20,F_TruncPareto,F_S_TruncPareto,F_TruncPareto,TruncPareto,1.0,500,44839,3.919934125000001,0.024,12,1.0,500,44345,4.27818225,0.042,21,1.0,500,42834,3.3487403329999985,0.038,19,3.848952236,0.03466666666666667,17.333333333333332,1.0,500.0,44006.0
100,500,20,F_TruncPareto,F_S_TruncPareto,F_TruncExponential,F_TruncPareto,1.0,500,43865,3.4794886249999983,0.038,19,1.0,500,42757,3.623830250000001,0.018,9,1.0,500,43867,4.521612750000003,0.034,17,3.874977208333334,0.03,15.0,1.0,500.0,43496.333333333336
100,500,20,F_TruncPareto,F_S_TruncPareto,F_TruncExponential,F_TruncExponential,1.0,500,43840,3.519622792,0.04,20,1.0,500,41871,3.514837625000002,0.014,7,1.0,500,43205,3.093612084,0.038,19,3.3760241670000006,0.030666666666666665,15.333333333333334,1.0,500.0,42972.0
100,500,20,F_TruncPareto,F_S_TruncPareto,F_TruncExponential,Uniform,1.0,500,44670,4.818833292000001,1.0,500,1.0,500,44354,3.3070681670000006,0.034,17,1.0,500,44699,4.682929999999999,0.024,12,4.269610486333334,0.3526666666666667,176.33333333333334,1.0,500.0,44574.333333333336
100,500,20,F_TruncPareto,F_S_TruncPareto,F_TruncExponential,TruncExponential,1.0,500,43404,3.315463125000001,0.028,14,1.0,500,42816,3.202599458999998,0.038,19,1.0,500,44170,3.7074718340000032,0.004,2,3.4085114726666674,0.023333333333333334,11.666666666666666,1.0,500.0,43463.333333333336
100,500,20,F_TruncPareto,F_S_TruncPareto,F_TruncExponential,TruncPareto,1.0,500,44373,11.787649416999995,1.0,500,1.0,500,43681,4.340837042000004,0.02,10,1.0,500,43764,3.3356148750000045,0.03,15,6.488033778000002,0.35000000000000003,175.0,1.0,500.0,43939.333333333336
100,500,20,F_TruncPareto,F_S_TruncPareto,Uniform,F_TruncPareto,1.0,500,44734,3.226371667000002,0.02,10,1.0,500,44146,4.065857459,0.034,17,1.0,500,44665,4.271478291000001,0.02,10,3.854569139000001,0.02466666666666667,12.333333333333334,1.0,500.0,44515.0
100,500,20,F_TruncPareto,F_S_TruncPareto,Uniform,F_TruncExponential,1.0,500,42910,4.178191750000003,0.026,13,1.0,500,44241,3.0233813330000032,0.034,17,1.0,500,43593,3.941547790999998,0.044,22,3.7143736246666683,0.034666666666666665,17.333333333333332,1.0,500.0,43581.333333333336
100,500,20,F_TruncPareto,F_S_TruncPareto,Uniform,Uniform,1.0,500,43101,4.511457292000003,0.014,7,1.0,500,43760,3.906645125000004,0.046,23,1.0,500,43191,3.1222489159999967,0.032,16,3.846783777666668,0.030666666666666665,15.333333333333334,1.0,500.0,43350.666666666664
100,500,20,F_TruncPareto,F_S_TruncPareto,Uniform,TruncExponential,1.0,500,43075,3.857869166,0.05,25,1.0,500,43155,3.7690131250000007,0.036,18,1.0,500,45516,4.294316667000004,1.0,500,3.9737329860000017,0.36200000000000004,181.0,1.0,500.0,43915.333333333336
100,500,20,F_TruncPareto,F_S_TruncPareto,Uniform,TruncPareto,1.0,500,43778,4.1365843340000055,0.042,21,1.0,500,43903,3.049092250000001,0.012,6,1.0,500,44814,7.417150833000001,1.0,500,4.8676091390000025,0.35133333333333333,175.66666666666666,1.0,500.0,44165.0
100,500,20,F_TruncPareto,F_S_TruncPareto,TruncExponential,F_TruncPareto,1.0,500,44331,4.502732167000005,0.024,12,1.0,500,44581,4.232910292,0.028,14,1.0,500,42729,2.6122451669999975,0.038,19,3.7826292086666675,0.03,15.0,1.0,500.0,43880.333333333336
100,500,20,F_TruncPareto,F_S_TruncPareto,TruncExponential,F_TruncExponential,1.0,500,44678,2.6357973749999957,0.026,13,1.0,500,42564,2.5196757089999977,0.038,19,1.0,500,43992,3.542631874999998,0.028,14,2.8993683196666638,0.030666666666666665,15.333333333333334,1.0,500.0,43744.666666666664
100,500,20,F_TruncPareto,F_S_TruncPareto,TruncExponential,Uniform,1.0,500,43767,4.265014042000004,0.042,21,1.0,500,45319,4.389109750000003,0.014,7,1.0,500,43143,3.4855414999999965,0.02,10,4.046555097333335,0.025333333333333333,12.666666666666666,1.0,500.0,44076.333333333336
100,500,20,F_TruncPareto,F_S_TruncPareto,TruncExponential,TruncExponential,1.0,500,42839,3.3459097920000005,0.022,11,1.0,500,44441,3.442781709000002,0.014,7,1.0,500,43733,2.574031458000007,0.012,6,3.1209076530000033,0.016,8.0,1.0,500.0,43671.0
100,500,20,F_TruncPareto,F_S_TruncPareto,TruncExponential,TruncPareto,1.0,500,44474,3.4931578749999943,0.026,13,1.0,500,43932,2.5641091250000017,0.022,11,1.0,500,43458,4.201840000000004,0.022,11,3.4197023333333334,0.023333333333333334,11.666666666666666,1.0,500.0,43954.666666666664
100,500,20,F_TruncPareto,F_S_TruncPareto,TruncPareto,F_TruncPareto,1.0,500,42629,4.611908458000002,0.022,11,1.0,500,45154,11.047662375000002,0.012,6,1.0,500,44522,3.139943458999994,0.026,13,6.266504764,0.02,10.0,1.0,500.0,44101.666666666664
100,500,20,F_TruncPareto,F_S_TruncPareto,TruncPareto,F_TruncExponential,1.0,500,43581,3.958370208000005,0.016,8,1.0,500,43631,3.925410624999998,0.014,7,1.0,500,44093,4.657485082999997,0.04,20,4.180421972,0.023333333333333334,11.666666666666666,1.0,500.0,43768.333333333336
100,500,20,F_TruncPareto,F_S_TruncPareto,TruncPareto,Uniform,1.0,500,43699,4.614489958000007,0.04,20,1.0,500,43665,4.533355333000003,0.016,8,1.0,500,44977,3.1280882499999905,0.02,10,4.091977847,0.025333333333333333,12.666666666666666,1.0,500.0,44113.666666666664
100,500,20,F_TruncPareto,F_S_TruncPareto,TruncPareto,TruncExponential,1.0,500,44098,3.7572067499999946,0.048,24,1.0,500,44143,5.194816875000001,0.036,18,1.0,500,42783,3.836656082999994,0.028,14,4.2628932359999965,0.03733333333333333,18.666666666666668,1.0,500.0,43674.666666666664
100,500,20,F_TruncPareto,F_S_TruncPareto,TruncPareto,TruncPareto,1.0,500,43795,5.328987542000007,0.032,16,1.0,500,43337,3.6795967500000017,0.046,23,1.0,500,43722,5.211259042000009,0.032,16,4.739947778000006,0.03666666666666667,18.333333333333332,1.0,500.0,43618.0
100,500,20,F_TruncPareto,F_S_TruncExponential,F_TruncPareto,F_TruncPareto,1.0,500,42411,4.707850124999993,0.002,1,1.0,500,43163,5.005869916000009,0.0,0,1.0,500,43632,4.672878416999993,0.002,1,4.7955328193333315,0.0013333333333333333,0.6666666666666666,1.0,500.0,43068.666666666664
100,500,20,F_TruncPareto,F_S_TruncExponential,F_TruncPareto,F_TruncExponential,1.0,500,44310,4.405085541000005,0.004,2,1.0,500,43830,2.910137459000012,0.002,1,1.0,500,42746,4.505477541999994,0.004,2,3.940233514000004,0.0033333333333333335,1.6666666666666667,1.0,500.0,43628.666666666664
100,500,20,F_TruncPareto,F_S_TruncExponential,F_TruncPareto,Uniform,1.0,500,43983,4.590938707999982,0.0,0,1.0,500,43678,4.513082832999984,0.0,0,1.0,500,42409,4.711839791999992,0.0,0,4.605287110999986,0.0,0.0,1.0,500.0,43356.666666666664
100,500,20,F_TruncPareto,F_S_TruncExponential,F_TruncPareto,TruncExponential,1.0,500,43789,4.281609416000009,0.008,4,1.0,500,44098,4.418623666999991,0.002,1,1.0,500,44491,4.5023823750000105,0.0,0,4.400871819333337,0.0033333333333333335,1.6666666666666667,1.0,500.0,44126.0
100,500,20,F_TruncPareto,F_S_TruncExponential,F_TruncPareto,TruncPareto,1.0,500,44349,4.608613708999997,0.004,2,1.0,500,43603,4.066480417000008,0.0,0,1.0,500,44281,4.876634708000012,0.0,0,4.517242944666672,0.0013333333333333333,0.6666666666666666,1.0,500.0,44077.666666666664
100,500,20,F_TruncPareto,F_S_TruncExponential,F_TruncExponential,F_TruncPareto,1.0,500,44278,6.107999667000001,1.0,500,1.0,500,43603,4.4366110830000025,0.002,1,1.0,500,43154,4.074231916999992,0.004,2,4.8729475556666655,0.3353333333333333,167.66666666666666,1.0,500.0,43678.333333333336
