n_sources,n_dataitems,n_distinct,coverage_dist,truth_dist,distinct_dist,spread_dist,optimal_perc_score_1,optimal_score_1,n_claims_1,Majority_time_1,Majority_score_perc_1,Majority_score_1,TruthFinder_time_1,TruthFinder_score_perc_1,TruthFinder_score_1,TwoEstimates_time_1,TwoEstimates_score_perc_1,TwoEstimates_score_1,ThreeEstimates_time_1,ThreeEstimates_score_perc_1,ThreeEstimates_score_1,optimal_perc_score_2,optimal_score_2,n_claims_2,Majority_time_2,Majority_score_perc_2,Majority_score_2,TruthFinder_time_2,TruthFinder_score_perc_2,TruthFinder_score_2,TwoEstimates_time_2,TwoEstimates_score_perc_2,TwoEstimates_score_2,ThreeEstimates_time_2,ThreeEstimates_score_perc_2,ThreeEstimates_score_2,optimal_perc_score_3,optimal_score_3,n_claims_3,Majority_time_3,Majority_score_perc_3,Majority_score_3,TruthFinder_time_3,TruthFinder_score_perc_3,TruthFinder_score_3,TwoEstimates_time_3,TwoEstimates_score_perc_3,TwoEstimates_score_3,ThreeEstimates_time_3,ThreeEstimates_score_perc_3,ThreeEstimates_score_3,Majority_time,Majority_score_perc,Majority_score,TruthFinder_time,TruthFinder_score_perc,TruthFinder_score,TwoEstimates_time,TwoEstimates_score_perc,TwoEstimates_score,ThreeEstimates_time,ThreeEstimates_score_perc,ThreeEstimates_score,optimal_perc_score,optimal_score,n_claims
500,100,5,F_TruncPareto,F_TruncPareto,F_TruncPareto,F_TruncPareto,1.0,100,43722,0.0151728339999999,1.0,100,0.177330041,1.0,100,1.90018875,0.0,0,1.799258417,1.0,100,1.0,100,43890,0.015045833,1.0,100,0.1798350829999999,1.0,100,1.957346875,0.0,0,1.8328807920000003,1.0,100,1.0,100,44034,0.015503584,1.0,100,0.1808094999999999,1.0,100,2.636870791,0.0,0,1.7809997090000005,1.0,100,0.015240750333333301,1.0,100.0,0.1793248746666666,1.0,100.0,2.164802138666667,0.0,0.0,1.8043796393333338,1.0,100.0,1.0,100.0,43882.0
500,100,5,F_TruncPareto,F_TruncPareto,F_TruncPareto,F_TruncExponential,1.0,100,43868,0.014465167,1.0,100,0.1705170000000002,1.0,100,1.924307875,0.0,0,1.8628417089999996,1.0,100,1.0,100,44208,0.0148645830000004,1.0,100,0.1751644589999994,1.0,100,1.9847668749999992,0.0,0,1.836018000000001,1.0,100,1.0,100,44003,0.0143239589999994,1.0,100,0.1700752919999999,1.0,100,1.886918583,0.0,0,1.797332292,1.0,100,0.014551236333333266,1.0,100.0,0.17191891699999984,1.0,100.0,1.9319977776666664,0.0,0.0,1.8320640003333335,1.0,100.0,1.0,100.0,44026.333333333336
500,100,5,F_TruncPareto,F_TruncPareto,F_TruncPareto,Uniform,1.0,100,43609,0.0154042909999994,1.0,100,0.1842330000000007,1.0,100,1.999736791,0.0,0,1.864704249999999,1.0,100,1.0,100,43642,0.0146673750000001,1.0,100,0.1747425839999987,1.0,100,1.91200025,0.0,0,1.8347791250000007,1.0,100,1.0,100,44037,0.0143305829999995,1.0,100,0.1805075829999989,1.0,100,1.8863049590000005,0.0,0,1.7666452499999998,1.0,100,0.014800749666666333,1.0,100.0,0.17982772233333277,1.0,100.0,1.932680666666667,0.0,0.0,1.822042875,1.0,100.0,1.0,100.0,43762.666666666664
500,100,5,F_TruncPareto,F_TruncPareto,F_TruncPareto,TruncExponential,1.0,100,43840,0.0148948749999995,1.0,100,0.1751209999999989,1.0,100,1.983585625,0.0,0,1.8757591670000016,1.0,100,1.0,100,44001,0.0150312499999998,1.0,100,0.1728725000000004,1.0,100,1.9615231669999993,0.0,0,1.8281807909999992,1.0,100,1.0,100,44011,0.0142990830000009,1.0,100,0.1682109169999996,1.0,100,1.876843459,0.0,0,1.7741985419999988,1.0,100,0.014741736000000066,1.0,100.0,0.17206813899999962,1.0,100.0,1.940650750333333,0.0,0.0,1.8260461666666667,1.0,100.0,1.0,100.0,43950.666666666664
500,100,5,F_TruncPareto,F_TruncPareto,F_TruncPareto,TruncPareto,1.0,100,43770,0.0148607500000004,1.0,100,0.1757880000000007,1.0,100,1.9921489580000016,0.0,0,1.878453499999999,1.0,100,1.0,100,44025,0.014680792,1.0,100,0.1730515840000031,1.0,100,1.866059749999998,0.0,0,1.8187840420000008,1.0,100,1.0,100,44259,0.0143562919999986,1.0,100,0.1698682090000005,1.0,100,1.8950696659999977,0.0,0,1.772381708000001,1.0,100,0.014632611333332999,1.0,100.0,0.17290259766666813,1.0,100.0,1.917759457999999,0.0,0.0,1.823206416666667,1.0,100.0,1.0,100.0,44018.0
500,100,5,F_TruncPareto,F_TruncPareto,F_TruncExponential,F_TruncPareto,1.0,100,44202,0.0151460000000014,1.0,100,0.1732420830000016,1.0,100,1.9465791669999992,0.0,0,1.8191681670000008,1.0,100,1.0,100,44210,0.015127458000002,1.0,100,0.1708398750000022,1.0,100,1.942538583000001,0.0,0,1.8057157499999976,1.0,100,1.0,100,43639,0.0143192919999997,1.0,100,0.1635157089999985,1.0,100,2.611256291,0.0,0,1.7874116660000006,1.0,100,0.014864250000001035,1.0,100.0,0.1691992223333341,1.0,100.0,2.166791347,0.0,0.0,1.8040985276666663,1.0,100.0,1.0,100.0,44017.0
500,100,5,F_TruncPareto,F_TruncPareto,F_TruncExponential,F_TruncExponential,1.0,100,44227,0.0150427499999992,1.0,100,0.1742825420000002,1.0,100,1.9191907089999989,0.0,0,1.8069800829999991,1.0,100,1.0,100,43645,0.0148859580000006,1.0,100,0.167154416999999,1.0,100,1.8930252500000009,0.0,0,1.7359444170000025,1.0,100,1.0,100,43812,0.0148891249999998,1.0,100,0.1685451659999977,1.0,100,2.5461878749999975,0.0,0,1.7863654999999987,1.0,100,0.014939277666666534,1.0,100.0,0.16999404166666565,1.0,100.0,2.1194679446666655,0.0,0.0,1.7764300000000002,1.0,100.0,1.0,100.0,43894.666666666664
500,100,5,F_TruncPareto,F_TruncPareto,F_TruncExponential,Uniform,1.0,100,43926,0.0149998330000009,1.0,100,0.168306459,1.0,100,1.932275917000002,0.0,0,1.8007695420000047,1.0,100,1.0,100,43592,0.0148526659999994,1.0,100,0.1661387079999983,1.0,100,2.529728041000002,0.0,0,1.7528311250000002,1.0,100,1.0,100,44100,0.0148998750000011,1.0,100,0.1702735830000001,1.0,100,1.8986166250000025,0.0,0,1.7688543330000002,1.0,100,0.014917458000000466,1.0,100.0,0.16823958333333278,1.0,100.0,2.120206861000002,0.0,0.0,1.7741516666666683,1.0,100.0,1.0,100.0,43872.666666666664
500,100,5,F_TruncPareto,F_TruncPareto,F_TruncExponential,TruncExponential,1.0,100,43928,0.0149303329999952,1.0,100,0.1690989159999958,1.0,100,2.5244127500000033,0.0,0,1.804799250000002,1.0,100,1.0,100,44377,0.0147107089999991,1.0,100,0.1679917499999987,1.0,100,2.4430559589999987,0.0,0,1.7062859579999952,1.0,100,1.0,100,44247,0.0149591249999971,1.0,100,0.1694340419999989,1.0,100,1.9132178750000008,0.0,0,1.7967856249999985,1.0,100,0.014866722333330468,1.0,100.0,0.16884156933333114,1.0,100.0,2.2935621946666678,0.0,0.0,1.7692902776666652,1.0,100.0,1.0,100.0,44184.0
500,100,5,F_TruncPareto,F_TruncPareto,F_TruncExponential,TruncPareto,1.0,100,44100,0.0145687500000022,1.0,100,0.1724797919999972,1.0,100,2.6018655829999986,0.0,0,1.8163359170000035,1.0,100,1.0,100,43771,0.014828915999999,1.0,100,0.1704015839999968,1.0,100,1.893285249999998,0.0,0,1.799365041999998,1.0,100,1.0,100,43871,0.0150128749999964,1.0,100,0.1679135000000045,1.0,100,1.8923559999999997,0.0,0,1.7828847499999938,1.0,100,0.014803513666665866,1.0,100.0,0.17026495866666616,1.0,100.0,2.129168944333332,0.0,0.0,1.7995285696666652,1.0,100.0,1.0,100.0,43914.0
