n_sources,n_dataitems,n_distinct,coverage_dist,truth_dist,distinct_dist,spread_dist,optimal_perc_score_1,optimal_score_1,n_claims_1,Majority_time_1,Majority_score_perc_1,Majority_score_1,TruthFinder_time_1,TruthFinder_score_perc_1,TruthFinder_score_1,TwoEstimates_time_1,TwoEstimates_score_perc_1,TwoEstimates_score_1,ThreeEstimates_time_1,ThreeEstimates_score_perc_1,ThreeEstimates_score_1,optimal_perc_score_2,optimal_score_2,n_claims_2,Majority_time_2,Majority_score_perc_2,Majority_score_2,TruthFinder_time_2,TruthFinder_score_perc_2,TruthFinder_score_2,TwoEstimates_time_2,TwoEstimates_score_perc_2,TwoEstimates_score_2,ThreeEstimates_time_2,ThreeEstimates_score_perc_2,ThreeEstimates_score_2,optimal_perc_score_3,optimal_score_3,n_claims_3,Majority_time_3,Majority_score_perc_3,Majority_score_3,TruthFinder_time_3,TruthFinder_score_perc_3,TruthFinder_score_3,TwoEstimates_time_3,TwoEstimates_score_perc_3,TwoEstimates_score_3,ThreeEstimates_time_3,ThreeEstimates_score_perc_3,ThreeEstimates_score_3,Majority_time,Majority_score_perc,Majority_score,TruthFinder_time,TruthFinder_score_perc,TruthFinder_score,TwoEstimates_time,TwoEstimates_score_perc,TwoEstimates_score,ThreeEstimates_time,ThreeEstimates_score_perc,ThreeEstimates_score,optimal_perc_score,optimal_score,n_claims
200,200,20,F_TruncPareto,F_TruncPareto,F_TruncPareto,F_TruncPareto,1.0,200,35091,0.0376195409999999,1.0,200,0.696937667,1.0,200,5.391711083000001,0.0,0,6.176569583000001,1.0,200,1.0,200,35028,0.0365402909999998,1.0,200,0.674408541,1.0,200,5.601050708000001,0.0,0,6.406720416,1.0,200,1.0,200,35375,0.0366914999999998,1.0,200,0.7232089579999998,1.0,200,5.778234416,0.0,0,6.756346500000001,1.0,200,0.03695044399999983,1.0,200.0,0.6981850553333334,1.0,200.0,5.590332069000001,0.0,0.0,6.446545499666667,1.0,200.0,1.0,200.0,35164.666666666664
200,200,20,F_TruncPareto,F_TruncPareto,F_TruncPareto,F_TruncExponential,1.0,200,35305,0.0365341249999993,1.0,200,0.6866333749999995,1.0,200,5.397210041999999,0.0,0,6.253722541000002,1.0,200,1.0,200,35144,0.0374441249999986,1.0,200,0.6634977909999993,1.0,200,5.130072833,0.0,0,5.928195875,1.0,200,1.0,200,34799,0.0398213339999991,1.0,200,0.6971252919999991,1.0,200,5.3178825419999995,0.0,0,6.125258709000001,1.0,200,0.037933194666665664,1.0,200.0,0.6824188193333326,1.0,200.0,5.281721805666666,0.0,0.0,6.102392375000001,1.0,200.0,1.0,200.0,35082.666666666664
200,200,20,F_TruncPareto,F_TruncPareto,F_TruncPareto,Uniform,1.0,200,35098,0.0378355000000034,1.0,200,0.6616299999999988,1.0,200,5.316472416000003,0.0,0,5.909072666999997,1.0,200,1.0,200,34668,0.0373169160000017,1.0,200,0.6419429170000015,1.0,200,5.018440417000001,0.0,0,5.762638500000001,1.0,200,1.0,200,34796,0.0369301669999977,1.0,200,0.640552207999999,1.0,200,4.962415082999996,0.0,0,5.737486333,1.0,200,0.03736086100000094,1.0,200.0,0.6480417083333331,1.0,200.0,5.099109305333333,0.0,0.0,5.803065833333332,1.0,200.0,1.0,200.0,34854.0
200,200,20,F_TruncPareto,F_TruncPareto,F_TruncPareto,TruncExponential,1.0,200,34378,0.0369068329999962,1.0,200,0.5859762500000016,1.0,200,4.519092958000002,0.0,0,5.106309457999998,1.0,200,1.0,200,35232,0.0366019160000021,1.0,200,0.5772303749999992,1.0,200,4.413479125000002,0.0,0,5.158263708,1.0,200,1.0,200,34802,0.0368606669999991,1.0,200,0.6247150000000019,1.0,200,4.541118625000003,0.0,0,5.260565624999998,1.0,200,0.03678980533333246,1.0,200.0,0.5959738750000009,1.0,200.0,4.4912302360000025,0.0,0.0,5.175046263666665,1.0,200.0,1.0,200.0,34804.0
200,200,20,F_TruncPareto,F_TruncPareto,F_TruncPareto,TruncPareto,1.0,200,34854,0.0367602910000002,1.0,200,0.6016671250000059,1.0,200,4.634350458999997,0.0,0,5.355543832999999,1.0,200,1.0,200,35090,0.0373407920000019,1.0,200,0.5767114589999949,1.0,200,4.494106625000001,0.0,0,4.116295458000003,1.0,200,1.0,200,34633,0.0361141670000009,1.0,200,0.5962291660000005,1.0,200,4.563767250000005,0.0,0,4.266482875000001,1.0,200,0.03673841666666766,1.0,200.0,0.591535916666667,1.0,200.0,4.564074778000001,0.0,0.0,4.579440722000001,1.0,200.0,1.0,200.0,34859.0
200,200,20,F_TruncPareto,F_TruncPareto,F_TruncExponential,F_TruncPareto,1.0,200,34916,0.0369701250000034,1.0,200,0.6198894170000031,1.0,200,4.752261250000004,0.0,0,5.478904875000012,1.0,200,1.0,200,35191,0.0285890829999999,1.0,200,0.5119757089999979,1.0,200,4.011288917000002,0.0,0,4.646956542000005,1.0,200,1.0,200,35562,0.0282343339999968,1.0,200,0.5123488340000009,1.0,200,4.002442083000005,0.0,0,4.648770333000002,1.0,200,0.03126451400000003,1.0,200.0,0.5480713200000006,1.0,200.0,4.255330750000003,0.0,0.0,4.924877250000006,1.0,200.0,1.0,200.0,35223.0
200,200,20,F_TruncPareto,F_TruncPareto,F_TruncExponential,F_TruncExponential,1.0,200,34544,0.0364144579999958,1.0,200,0.6326687919999898,1.0,200,4.9009698340000085,0.0,0,5.717102291999993,1.0,200,1.0,200,34601,0.0278971670000061,1.0,200,0.465120749999997,1.0,200,3.606588291000008,0.0,0,4.203596042000001,1.0,200,1.0,200,34810,0.0286057920000075,1.0,200,0.4840769169999959,1.0,200,3.7607748339999887,0.0,0,4.388536958000003,1.0,200,0.030972472333336467,1.0,200.0,0.5272888196666609,1.0,200.0,4.0894443196666685,0.0,0.0,4.769745097333332,1.0,200.0,1.0,200.0,34651.666666666664
200,200,20,F_TruncPareto,F_TruncPareto,F_TruncExponential,Uniform,1.0,200,34911,0.0361932920000072,1.0,200,0.5939634169999977,1.0,200,4.609256416999997,0.0,0,5.30225158399999,1.0,200,1.0,200,34796,0.028076458000001,1.0,200,0.4581078329999997,1.0,200,3.5534642499999904,0.0,0,4.108537624999997,1.0,200,1.0,200,35508,0.0284120419999993,1.0,200,0.4760512920000082,1.0,200,3.72382537499999,0.0,0,4.289129834000008,1.0,200,0.030893930666669168,1.0,200.0,0.5093741806666685,1.0,200.0,3.9621820139999926,0.0,0.0,4.566639680999998,1.0,200.0,1.0,200.0,35071.666666666664
200,200,20,F_TruncPareto,F_TruncPareto,F_TruncExponential,TruncExponential,1.0,200,35191,0.0362190839999954,1.0,200,0.5326297919999945,1.0,200,4.083888625,0.0,0,4.709162792000001,1.0,200,1.0,200,34786,0.0284489579999984,1.0,200,0.4376510830000057,1.0,200,3.3680902499999945,0.0,0,3.899977375000006,1.0,200,1.0,200,35203,0.030148374999996,1.0,200,0.4412267499999984,1.0,200,3.302191708999999,0.0,0,3.8278857079999966,1.0,200,0.031605472333329936,1.0,200.0,0.4705025416666662,1.0,200.0,3.584723527999998,0.0,0.0,4.1456752916666675,1.0,200.0,1.0,200.0,35060.0
200,200,20,F_TruncPareto,F_TruncPareto,F_TruncExponential,TruncPareto,1.0,200,35610,0.0364457910000055,1.0,200,0.5368234169999937,1.0,200,4.147638708000002,0.0,0,4.7757725830000055,1.0,200,1.0,200,34888,0.0279517089999927,1.0,200,0.4279664999999966,1.0,200,3.2915004580000016,0.0,0,3.790940040999999,1.0,200,1.0,200,35286,0.028403707999999,1.0,200,0.4234341659999927,1.0,200,3.2567493749999983,0.0,0,3.7580554999999976,1.0,200,0.030933735999999063,1.0,200.0,0.46274136099999436,1.0,200.0,3.565296180333334,0.0,0.0,4.108256041333334,1.0,200.0,1.0,200.0,35261.333333333336
