n_sources,n_dataitems,n_distinct,coverage_dist,truth_dist,distinct_dist,spread_dist,optimal_perc_score,optimal_score,n_claims,iteration_index,TwoEstimates_time,TwoEstimates_score_perc,TwoEstimates_score
200,200,20,F_TruncPareto,F_S_TruncPareto,F_TruncPareto,F_TruncPareto,1.0,200,35109,0,2.357053,0.0,0
200,200,20,F_TruncPareto,F_S_TruncPareto,F_TruncPareto,F_TruncExponential,1.0,200,35293,1,2.4131383750000004,0.0,0
200,200,20,F_TruncPareto,F_S_TruncPareto,F_TruncPareto,Uniform,1.0,200,35509,2,2.168587958,0.0,0
200,200,20,F_TruncPareto,F_S_TruncPareto,F_TruncPareto,TruncExponential,1.0,200,34891,3,2.2225509579999994,0.0,0
200,200,20,F_TruncPareto,F_S_TruncPareto,F_TruncPareto,TruncPareto,1.0,200,35182,4,2.307524083999999,0.0,0
200,200,20,F_TruncPareto,F_S_TruncPareto,F_TruncExponential,F_TruncPareto,1.0,200,35046,5,2.4271748749999986,0.0,0
200,200,20,F_TruncPareto,F_S_TruncPareto,F_TruncExponential,F_TruncExponential,1.0,200,34738,6,2.4670955000000028,0.0,0
200,200,20,F_TruncPareto,F_S_TruncPareto,F_TruncExponential,Uniform,1.0,200,35387,7,2.2022045000000006,0.0,0
200,200,20,F_TruncPareto,F_S_TruncPareto,F_TruncExponential,TruncExponential,1.0,200,35151,8,2.2282758330000014,0.0,0
200,200,20,F_TruncPareto,F_S_TruncPareto,F_TruncExponential,TruncPareto,1.0,200,35241,9,2.1443450829999975,0.0,0
200,200,20,F_TruncPareto,F_S_TruncPareto,Uniform,F_TruncPareto,1.0,200,34502,10,2.1373464999999996,0.005,1
200,200,20,F_TruncPareto,F_S_TruncPareto,Uniform,F_TruncExponential,1.0,200,35260,11,2.6327427499999985,0.0,0
200,200,20,F_TruncPareto,F_S_TruncPareto,Uniform,Uniform,1.0,200,35721,12,1.9521149999999992,0.0,0
200,200,20,F_TruncPareto,F_S_TruncPareto,Uniform,TruncExponential,1.0,200,34875,13,1.739456208,0.0,0
200,200,20,F_TruncPareto,F_S_TruncPareto,Uniform,TruncPareto,1.0,200,34476,14,1.789038583,0.0,0
200,200,20,F_TruncPareto,F_S_TruncPareto,TruncExponential,F_TruncPareto,1.0,200,35497,15,1.6098755000000011,0.0,0
200,200,20,F_TruncPareto,F_S_TruncPareto,TruncExponential,F_TruncExponential,1.0,200,35240,16,2.1486237080000024,0.005,1
200,200,20,F_TruncPareto,F_S_TruncPareto,TruncExponential,Uniform,1.0,200,35352,17,2.413621124999999,0.0,0
200,200,20,F_TruncPareto,F_S_TruncPareto,TruncExponential,TruncExponential,1.0,200,36277,18,2.4619294589999967,1.0,200
200,200,20,F_TruncPareto,F_S_TruncPareto,TruncExponential,TruncPareto,1.0,200,35127,19,2.032606084000001,0.0,0
200,200,20,F_TruncPareto,F_S_TruncPareto,TruncPareto,F_TruncPareto,1.0,200,34627,20,1.7921534580000014,0.0,0
200,200,20,F_TruncPareto,F_S_TruncPareto,TruncPareto,F_TruncExponential,1.0,200,34292,21,1.8492802089999998,0.005,1
200,200,20,F_TruncPareto,F_S_TruncPareto,TruncPareto,Uniform,1.0,200,34958,22,2.228345125000004,0.0,0
200,200,20,F_TruncPareto,F_S_TruncPareto,TruncPareto,TruncExponential,1.0,200,35188,23,1.8052426249999982,0.0,0
200,200,20,F_TruncPareto,F_S_TruncPareto,TruncPareto,TruncPareto,1.0,200,34737,24,2.203905375000005,0.0,0
200,200,20,F_TruncPareto,F_S_TruncExponential,F_TruncPareto,F_TruncPareto,1.0,200,35284,25,3.108808291999992,0.0,0
200,200,20,F_TruncPareto,F_S_TruncExponential,F_TruncPareto,F_TruncExponential,1.0,200,34607,26,3.136979666000002,0.0,0
200,200,20,F_TruncPareto,F_S_TruncExponential,F_TruncPareto,Uniform,1.0,200,34871,27,2.897120290999993,0.0,0
200,200,20,F_TruncPareto,F_S_TruncExponential,F_TruncPareto,TruncExponential,1.0,200,35307,28,2.874559000000005,0.0,0
200,200,20,F_TruncPareto,F_S_TruncExponential,F_TruncPareto,TruncPareto,1.0,200,35569,29,2.7652751669999986,0.0,0
200,200,20,F_TruncPareto,F_S_TruncExponential,F_TruncExponential,F_TruncPareto,1.0,200,35793,30,3.140012165999991,0.0,0
200,200,20,F_TruncPareto,F_S_TruncExponential,F_TruncExponential,F_TruncExponential,1.0,200,34914,31,2.077801624999992,0.0,0
200,200,20,F_TruncPareto,F_S_TruncExponential,F_TruncExponential,Uniform,1.0,200,35559,32,2.807555665999999,0.0,0
200,200,20,F_TruncPareto,F_S_TruncExponential,F_TruncExponential,TruncExponential,1.0,200,35466,33,2.6255609170000014,0.0,0
200,200,20,F_TruncPareto,F_S_TruncExponential,F_TruncExponential,TruncPareto,1.0,200,34523,34,2.542807959000001,0.0,0
