n_sources,n_dataitems,n_distinct,coverage_dist,truth_dist,distinct_dist,spread_dist,optimal_perc_score,optimal_score,n_claims,iteration_index,Majority_time,Majority_score_perc,Majority_score,TruthFinder_time,TruthFinder_score_perc,TruthFinder_score,TwoEstimates_time,TwoEstimates_score_perc,TwoEstimates_score,ThreeEstimates_time,ThreeEstimates_score_perc,ThreeEstimates_score
200,200,5,F_TruncPareto,F_TruncPareto,F_TruncPareto,F_TruncPareto,1.0,200,34485,0,0.03763779199999995,1.0,200,0.3142512919999999,1.0,200,2.168966208,0.0,0,2.384340208,1.0,200
200,200,5,F_TruncPareto,F_TruncPareto,F_TruncPareto,F_TruncExponential,1.0,200,34383,1,0.03556791699999984,1.0,200,0.2956897079999994,1.0,200,2.116552792000001,0.0,0,2.3492433750000004,1.0,200
200,200,5,F_TruncPareto,F_TruncPareto,F_TruncPareto,Uniform,1.0,200,35598,2,0.03571724999999937,1.0,200,0.29863008399999913,1.0,200,2.1133764999999993,0.0,0,2.3276158339999995,1.0,200
200,200,5,F_TruncPareto,F_TruncPareto,F_TruncPareto,TruncExponential,1.0,200,35663,3,0.0358155420000017,1.0,200,0.2936040420000019,1.0,200,2.9042542079999976,0.0,0,2.3241256670000006,1.0,200
200,200,5,F_TruncPareto,F_TruncPareto,F_TruncPareto,TruncPareto,1.0,200,35613,4,0.036990583000001465,1.0,200,0.31399129200000075,1.0,200,2.8545355420000007,0.0,0,2.334927208,1.0,200
200,200,5,F_TruncPareto,F_TruncPareto,F_TruncExponential,F_TruncPareto,1.0,200,34619,5,0.036189749999998355,1.0,200,0.2843557499999996,1.0,200,1.9958208750000033,0.0,0,2.227728082999999,1.0,200
200,200,5,F_TruncPareto,F_TruncPareto,F_TruncExponential,F_TruncExponential,1.0,200,34736,6,0.036395915999996475,1.0,200,0.2868833339999952,1.0,200,2.654949583000004,0.0,0,2.227339291,1.0,200
200,200,5,F_TruncPareto,F_TruncPareto,F_TruncExponential,Uniform,1.0,200,35156,7,0.03647487500000324,1.0,200,0.28175037500000144,1.0,200,2.6392915420000023,0.0,0,2.2512326669999965,1.0,200
200,200,5,F_TruncPareto,F_TruncPareto,F_TruncExponential,TruncExponential,1.0,200,35083,8,0.03621679199999761,1.0,200,0.297858791000003,1.0,200,2.774100459000003,0.0,0,2.3365285,1.0,200
200,200,5,F_TruncPareto,F_TruncPareto,F_TruncExponential,TruncPareto,1.0,200,34410,9,0.03725133400000402,1.0,200,0.29024812499999797,1.0,200,2.660026583000004,0.0,0,2.239046082999998,1.0,200
