n_sources,n_dataitems,n_distinct,coverage_dist,truth_dist,distinct_dist,spread_dist,optimal_perc_score,optimal_score,n_claims,iteration_index,Majority_time,Majority_score_perc,Majority_score,TruthFinder_time,TruthFinder_score_perc,TruthFinder_score,TwoEstimates_time,TwoEstimates_score_perc,TwoEstimates_score,ThreeEstimates_time,ThreeEstimates_score_perc,ThreeEstimates_score
500,100,20,F_TruncPareto,F_TruncPareto,F_TruncPareto,F_TruncPareto,1.0,100,43505,0,0.015252041999999966,1.0,100,0.392522625,1.0,100,3.9380765839999996,0.0,0,4.142416166000001,1.0,100
500,100,20,F_TruncPareto,F_TruncPareto,F_TruncPareto,F_TruncExponential,1.0,100,44001,1,0.014758999999999745,1.0,100,0.3864673750000005,1.0,100,3.9209232089999997,0.0,0,4.3143575,1.0,100
500,100,20,F_TruncPareto,F_TruncPareto,F_TruncPareto,Uniform,1.0,100,44418,2,0.015050207999998122,1.0,100,0.3646516249999969,1.0,100,3.733463083,0.0,0,3.894221250000001,1.0,100
500,100,20,F_TruncPareto,F_TruncPareto,F_TruncPareto,TruncExponential,1.0,100,43689,3,0.01554354099999955,1.0,100,0.3442815839999973,1.0,100,3.912462542,0.0,0,4.020440957999998,1.0,100
500,100,20,F_TruncPareto,F_TruncPareto,F_TruncPareto,TruncPareto,1.0,100,44072,4,0.01625491700000481,1.0,100,0.34651783300000005,1.0,100,3.6390578330000025,0.0,0,3.8127771660000036,1.0,100
500,100,20,F_TruncPareto,F_TruncPareto,F_TruncExponential,F_TruncPareto,1.0,100,43951,5,0.016182209000000114,1.0,100,0.3603550419999948,1.0,100,3.7782957080000017,0.0,0,4.153934,1.0,100
500,100,20,F_TruncPareto,F_TruncPareto,F_TruncExponential,F_TruncExponential,1.0,100,43997,6,0.01532966599999952,1.0,100,0.3996879999999976,1.0,100,3.9890589160000047,0.0,0,4.230331542000002,1.0,100
500,100,20,F_TruncPareto,F_TruncPareto,F_TruncExponential,Uniform,1.0,100,44153,7,0.015399792000003742,1.0,100,0.3538936250000049,1.0,100,3.8394960420000075,0.0,0,3.7375004579999995,1.0,100
500,100,20,F_TruncPareto,F_TruncPareto,F_TruncExponential,TruncExponential,1.0,100,43929,8,0.014887291999997387,1.0,100,0.3250695830000012,1.0,100,3.308414083999992,0.0,0,3.4844420000000014,1.0,100
500,100,20,F_TruncPareto,F_TruncPareto,F_TruncExponential,TruncPareto,1.0,100,43594,9,0.015072582999991369,1.0,100,0.32183829100000594,1.0,100,3.245502708999993,0.0,0,3.436571999999998,1.0,100
500,100,20,F_TruncPareto,F_TruncPareto,Uniform,F_TruncPareto,1.0,100,43816,10,0.015095916999996462,1.0,100,0.27372199999999225,1.0,100,2.886342208000002,0.0,0,2.934712458000007,1.0,100
500,100,20,F_TruncPareto,F_TruncPareto,Uniform,F_TruncExponential,1.0,100,43906,11,0.014866541000003508,1.0,100,0.2745459159999939,1.0,100,2.837077791000013,0.0,0,2.917243583000001,1.0,100
500,100,20,F_TruncPareto,F_TruncPareto,Uniform,Uniform,1.0,100,44104,12,0.015361249999997995,1.0,100,0.262287917000009,1.0,100,2.718855333999997,0.0,0,2.8127693330000056,1.0,100
500,100,20,F_TruncPareto,F_TruncPareto,Uniform,TruncExponential,1.0,100,43776,13,0.015037832999993839,1.0,100,0.24789470900000765,1.0,100,2.637948208999987,0.0,0,2.6614399169999956,1.0,100
500,100,20,F_TruncPareto,F_TruncPareto,Uniform,TruncPareto,1.0,100,44247,14,0.014991166999990924,1.0,100,0.25733945800000413,1.0,100,2.742160291999994,0.0,0,2.758836708000004,1.0,100
500,100,20,F_TruncPareto,F_TruncPareto,TruncExponential,F_TruncPareto,1.0,100,43991,15,0.016364000000010037,1.0,100,0.18819554200000255,1.0,100,2.078394000000003,0.0,0,1.9718963330000037,1.0,100
500,100,20,F_TruncPareto,F_TruncPareto,TruncExponential,F_TruncExponential,1.0,100,43873,16,0.01520916699999475,1.0,100,0.19030600000000675,1.0,100,2.089648041999993,0.0,0,2.006579375000001,1.0,100
500,100,20,F_TruncPareto,F_TruncPareto,TruncExponential,Uniform,1.0,100,44456,17,0.015158959000004302,1.0,100,0.19666891600000724,1.0,100,2.1474037919999915,0.0,0,2.068013042000004,1.0,100
500,100,20,F_TruncPareto,F_TruncPareto,TruncExponential,TruncExponential,1.0,100,44087,18,0.015070999999991841,1.0,100,0.1898192919999957,1.0,100,2.0533711250000124,0.0,0,1.969859917000008,1.0,100
500,100,20,F_TruncPareto,F_TruncPareto,TruncExponential,TruncPareto,1.0,100,43336,19,0.015131042000007255,1.0,100,0.18993054199998483,1.0,100,2.1186868749999803,0.0,0,2.0082388339999966,1.0,100
500,100,20,F_TruncPareto,F_TruncPareto,TruncPareto,F_TruncPareto,1.0,100,43653,20,0.01526670800001284,1.0,100,0.1666978750000112,1.0,100,2.507769040999989,0.0,0,1.7477860420000013,1.0,100
500,100,20,F_TruncPareto,F_TruncPareto,TruncPareto,F_TruncExponential,1.0,100,43818,21,0.014981917000000067,1.0,100,0.163874375000006,1.0,100,2.4720515420000027,0.0,0,1.7439405000000079,1.0,100
500,100,20,F_TruncPareto,F_TruncPareto,TruncPareto,Uniform,1.0,100,44461,22,0.014866874999995616,1.0,100,0.15998487499999214,1.0,100,2.8848454589999903,0.0,0,1.6609258750000038,1.0,100
500,100,20,F_TruncPareto,F_TruncPareto,TruncPareto,TruncExponential,1.0,100,44405,23,0.015074083999991217,1.0,100,0.16948458300001334,1.0,100,2.5837156249999964,0.0,0,1.7730322079999894,1.0,100
500,100,20,F_TruncPareto,F_TruncPareto,TruncPareto,TruncPareto,1.0,100,43658,24,0.014730166999981975,1.0,100,0.16397241699999654,1.0,100,1.8308639589999984,0.0,0,1.729825500000004,1.0,100
500,100,20,F_TruncPareto,F_TruncExponential,F_TruncPareto,F_TruncPareto,1.0,100,43707,25,0.014861042000006819,1.0,100,0.4020620830000041,1.0,100,4.008516374999999,0.0,0,4.28140183299999,1.0,100
500,100,20,F_TruncPareto,F_TruncExponential,F_TruncPareto,F_TruncExponential,1.0,100,43807,26,0.01489416699999424,1.0,100,0.400570665999993,1.0,100,3.9872086250000223,0.0,0,4.258408083000006,1.0,100
500,100,20,F_TruncPareto,F_TruncExponential,F_TruncPareto,Uniform,1.0,100,44160,27,0.01512008299999934,1.0,100,0.38327566600000296,1.0,100,3.883155041000009,0.0,0,4.145687958000025,1.0,100
500,100,20,F_TruncPareto,F_TruncExponential,F_TruncPareto,TruncExponential,1.0,100,43832,28,0.015208499999999958,1.0,100,0.37069233300002224,1.0,100,3.7291158329999803,0.0,0,3.924655291999983,1.0,100
500,100,20,F_TruncPareto,F_TruncExponential,F_TruncPareto,TruncPareto,1.0,100,43613,29,0.015121666999988292,1.0,100,0.37201454099999864,1.0,100,3.7172147499999824,0.0,0,3.9903364580000016,1.0,100
500,100,20,F_TruncPareto,F_TruncExponential,F_TruncExponential,F_TruncPareto,1.0,100,43500,30,0.014962916999991194,1.0,100,0.36890587500002425,1.0,100,3.738931292000018,0.0,0,3.988008083000011,1.0,100
500,100,20,F_TruncPareto,F_TruncExponential,F_TruncExponential,F_TruncExponential,1.0,100,44234,31,0.015189291999973875,1.0,100,0.34957691699997895,1.0,100,3.5529818330000182,0.0,0,3.6979418329999874,1.0,100
500,100,20,F_TruncPareto,F_TruncExponential,F_TruncExponential,Uniform,1.0,100,43542,32,0.015030375000009144,1.0,100,0.3498704590000159,1.0,100,3.5078009169999973,0.0,0,3.731226416999988,1.0,100
500,100,20,F_TruncPareto,F_TruncExponential,F_TruncExponential,TruncExponential,1.0,100,43813,33,0.014847583000005216,1.0,100,0.33239745800000264,1.0,100,3.365791625000014,0.0,0,3.5829239159999986,1.0,100
500,100,20,F_TruncPareto,F_TruncExponential,F_TruncExponential,TruncPareto,1.0,100,43903,34,0.015253332999975555,1.0,100,0.34435512499999277,1.0,100,3.507955833000011,0.0,0,3.6721152499999903,1.0,100
