n_sources,n_dataitems,n_distinct,coverage_dist,truth_dist,distinct_dist,spread_dist,optimal_perc_score,optimal_score,n_claims,iteration_index,TwoEstimates_time,TwoEstimates_score_perc,TwoEstimates_score
100,500,5,F_TruncPareto,F_S_TruncPareto,F_TruncPareto,F_TruncPareto,1.0,500,43677,0,3.570823333,0.052,26
100,500,5,F_TruncPareto,F_S_TruncPareto,F_TruncPareto,F_TruncExponential,1.0,500,43805,1,2.897971332999999,0.01,5
100,500,5,F_TruncPareto,F_S_TruncPareto,F_TruncPareto,Uniform,1.0,500,43542,2,3.347920083,0.046,23
100,500,5,F_TruncPareto,F_S_TruncPareto,F_TruncPareto,TruncExponential,1.0,500,43648,3,3.939082666999999,0.07,35
100,500,5,F_TruncPareto,F_S_TruncPareto,F_TruncPareto,TruncPareto,1.0,500,44614,4,7.723712875,0.01,5
100,500,5,F_TruncPareto,F_S_TruncPareto,F_TruncExponential,F_TruncPareto,1.0,500,43928,5,3.3823662500000005,0.032,16
100,500,5,F_TruncPareto,F_S_TruncPareto,F_TruncExponential,F_TruncExponential,1.0,500,44710,6,21.768083708000002,0.046,23
100,500,5,F_TruncPareto,F_S_TruncPareto,F_TruncExponential,Uniform,1.0,500,43115,7,4.052777292000002,0.036,18
100,500,5,F_TruncPareto,F_S_TruncPareto,F_TruncExponential,TruncExponential,1.0,500,43854,8,4.2918396250000015,0.014,7
100,500,5,F_TruncPareto,F_S_TruncPareto,F_TruncExponential,TruncPareto,1.0,500,42566,9,3.820828583000008,0.064,32
100,500,5,F_TruncPareto,F_S_TruncPareto,Uniform,F_TruncPareto,1.0,500,43747,10,3.7172440420000044,0.028,14
100,500,5,F_TruncPareto,F_S_TruncPareto,Uniform,F_TruncExponential,1.0,500,43506,11,3.013034707999992,0.042,21
100,500,5,F_TruncPareto,F_S_TruncPareto,Uniform,Uniform,1.0,500,43692,12,2.9461669159999957,0.032,16
100,500,5,F_TruncPareto,F_S_TruncPareto,Uniform,TruncExponential,1.0,500,44856,13,5.148121625000002,0.026,13
100,500,5,F_TruncPareto,F_S_TruncPareto,Uniform,TruncPareto,1.0,500,45103,14,4.407945417000008,0.036,18
100,500,5,F_TruncPareto,F_S_TruncPareto,TruncExponential,F_TruncPareto,1.0,500,43414,15,2.1211213329999907,0.02,10
100,500,5,F_TruncPareto,F_S_TruncPareto,TruncExponential,F_TruncExponential,1.0,500,44799,16,3.5073113750000005,0.024,12
100,500,5,F_TruncPareto,F_S_TruncPareto,TruncExponential,Uniform,1.0,500,42864,17,5.407771874999995,0.04,20
100,500,5,F_TruncPareto,F_S_TruncPareto,TruncExponential,TruncExponential,1.0,500,43484,18,5.4429836249999966,0.032,16
100,500,5,F_TruncPareto,F_S_TruncPareto,TruncExponential,TruncPareto,1.0,500,44568,19,6.828087959000001,0.026,13
100,500,5,F_TruncPareto,F_S_TruncPareto,TruncPareto,F_TruncPareto,1.0,500,43594,20,4.740701416000007,0.024,12
100,500,5,F_TruncPareto,F_S_TruncPareto,TruncPareto,F_TruncExponential,1.0,500,43374,21,6.083469999999991,0.03,15
100,500,5,F_TruncPareto,F_S_TruncPareto,TruncPareto,Uniform,1.0,500,43851,22,4.760896957999989,0.028,14
100,500,5,F_TruncPareto,F_S_TruncPareto,TruncPareto,TruncExponential,1.0,500,43490,23,4.031178083,0.054,27
100,500,5,F_TruncPareto,F_S_TruncPareto,TruncPareto,TruncPareto,1.0,500,43638,24,2.0424157500000035,0.054,27
100,500,5,F_TruncPareto,F_S_TruncExponential,F_TruncPareto,F_TruncPareto,1.0,500,43340,25,4.015685542,0.0,0
100,500,5,F_TruncPareto,F_S_TruncExponential,F_TruncPareto,F_TruncExponential,1.0,500,44239,26,3.11197095899999,0.002,1
100,500,5,F_TruncPareto,F_S_TruncExponential,F_TruncPareto,Uniform,1.0,500,42332,27,3.7399019169999974,0.004,2
100,500,5,F_TruncPareto,F_S_TruncExponential,F_TruncPareto,TruncExponential,1.0,500,43039,28,3.6066922910000017,0.002,1
100,500,5,F_TruncPareto,F_S_TruncExponential,F_TruncPareto,TruncPareto,1.0,500,44603,29,4.520688750000005,1.0,500
100,500,5,F_TruncPareto,F_S_TruncExponential,F_TruncExponential,F_TruncPareto,1.0,500,44400,30,3.7083305829999915,0.0,0
100,500,5,F_TruncPareto,F_S_TruncExponential,F_TruncExponential,F_TruncExponential,1.0,500,44499,31,3.63887274999999,0.006,3
100,500,5,F_TruncPareto,F_S_TruncExponential,F_TruncExponential,Uniform,1.0,500,43564,32,3.4833869579999828,0.01,5
100,500,5,F_TruncPareto,F_S_TruncExponential,F_TruncExponential,TruncExponential,1.0,500,44304,33,2.635066166999991,0.002,1
100,500,5,F_TruncPareto,F_S_TruncExponential,F_TruncExponential,TruncPareto,1.0,500,43426,34,3.5238536249999868,0.0,0
100,500,5,F_TruncPareto,F_S_TruncExponential,Uniform,F_TruncPareto,1.0,500,44109,35,74.70507979199999,1.0,500
100,500,5,F_TruncPareto,F_S_TruncExponential,Uniform,F_TruncExponential,1.0,500,44762,36,2.418435458999994,0.004,2
100,500,5,F_TruncPareto,F_S_TruncExponential,Uniform,Uniform,1.0,500,43683,37,3.102099124999995,0.004,2
100,500,5,F_TruncPareto,F_S_TruncExponential,Uniform,TruncExponential,1.0,500,43772,38,3.7546656669999834,0.006,3
100,500,5,F_TruncPareto,F_S_TruncExponential,Uniform,TruncPareto,1.0,500,44290,39,3.091710374999991,0.0,0
100,500,5,F_TruncPareto,F_S_TruncExponential,TruncExponential,F_TruncPareto,1.0,500,43703,40,6.313380375000008,0.0,0
100,500,5,F_TruncPareto,F_S_TruncExponential,TruncExponential,F_TruncExponential,1.0,500,43173,41,5.561339625000016,0.006,3
100,500,5,F_TruncPareto,F_S_TruncExponential,TruncExponential,Uniform,1.0,500,43114,42,3.5100069580000195,0.004,2
100,500,5,F_TruncPareto,F_S_TruncExponential,TruncExponential,TruncExponential,1.0,500,45247,43,13.130947167000045,0.0,0
100,500,5,F_TruncPareto,F_S_TruncExponential,TruncExponential,TruncPareto,1.0,500,44442,44,4.853877333000014,0.0,0
100,500,5,F_TruncPareto,F_S_TruncExponential,TruncPareto,F_TruncPareto,1.0,500,43691,45,8.851003083000023,0.008,4
100,500,5,F_TruncPareto,F_S_TruncExponential,TruncPareto,F_TruncExponential,1.0,500,44486,46,6.207413041999985,0.0,0
100,500,5,F_TruncPareto,F_S_TruncExponential,TruncPareto,Uniform,1.0,500,43614,47,7.4900180000000205,0.002,1
100,500,5,F_TruncPareto,F_S_TruncExponential,TruncPareto,TruncExponential,1.0,500,43945,48,10.915176040999995,0.002,1
100,500,5,F_TruncPareto,F_S_TruncExponential,TruncPareto,TruncPareto,1.0,500,43260,49,6.7887878339999475,0.0,0
100,500,5,F_TruncPareto,S_TruncExponential,F_TruncPareto,F_TruncPareto,0.996,498,42854,50,4.283773250000024,0.992,496
100,500,5,F_TruncPareto,S_TruncExponential,F_TruncPareto,F_TruncExponential,1.0,500,43876,51,34.294020792000026,0.0,0
100,500,5,F_TruncPareto,S_TruncExponential,F_TruncPareto,Uniform,0.998,499,42761,52,4.317994708000015,0.812,406
100,500,5,F_TruncPareto,S_TruncExponential,F_TruncPareto,TruncExponential,0.998,499,43793,53,3.185126834000016,0.716,358
100,500,5,F_TruncPareto,S_TruncExponential,F_TruncPareto,TruncPareto,0.996,498,41402,54,2.1435737909999943,0.69,345
100,500,5,F_TruncPareto,S_TruncExponential,F_TruncExponential,F_TruncPareto,0.998,499,44195,55,4.019530125000017,0.0,0
100,500,5,F_TruncPareto,S_TruncExponential,F_TruncExponential,F_TruncExponential,1.0,500,43698,56,4.015917624999986,0.964,482
100,500,5,F_TruncPareto,S_TruncExponential,F_TruncExponential,Uniform,0.998,499,44400,57,4.026841375000004,0.844,422
100,500,5,F_TruncPareto,S_TruncExponential,F_TruncExponential,TruncExponential,0.996,498,43670,58,2.9889867919999915,0.814,407
100,500,5,F_TruncPareto,S_TruncExponential,F_TruncExponential,TruncPareto,0.996,498,44045,59,2.963687916999959,0.802,401
100,500,5,F_TruncPareto,S_TruncExponential,Uniform,F_TruncPareto,1.0,500,43032,60,3.2796564999999873,0.994,497
100,500,5,F_TruncPareto,S_TruncExponential,Uniform,F_TruncExponential,0.998,499,44229,61,4.055834957999991,0.994,497
100,500,5,F_TruncPareto,S_TruncExponential,Uniform,Uniform,0.994,497,44549,62,3.2639516659999686,0.96,480
100,500,5,F_TruncPareto,S_TruncExponential,Uniform,TruncExponential,0.998,499,43770,63,1.6578345409999997,0.896,448
100,500,5,F_TruncPareto,S_TruncExponential,Uniform,TruncPareto,0.992,496,44318,64,3.99746250000004,0.902,451
100,500,5,F_TruncPareto,S_TruncExponential,TruncExponential,F_TruncPareto,1.0,500,44412,65,12.616905958000018,0.998,499
100,500,5,F_TruncPareto,S_TruncExponential,TruncExponential,F_TruncExponential,0.998,499,43970,66,5.64335429099998,0.998,499
100,500,5,F_TruncPareto,S_TruncExponential,TruncExponential,Uniform,0.996,498,45268,67,10.472763084000007,0.99,495
100,500,5,F_TruncPareto,S_TruncExponential,TruncExponential,TruncExponential,1.0,500,44001,68,6.368108291999988,0.99,495
100,500,5,F_TruncPareto,S_TruncExponential,TruncExponential,TruncPareto,0.998,499,43908,69,4.912881165999977,0.984,492
100,500,5,F_TruncPareto,S_TruncExponential,TruncPareto,F_TruncPareto,0.996,498,43418,70,4.83357883299999,0.996,498
100,500,5,F_TruncPareto,S_TruncExponential,TruncPareto,F_TruncExponential,0.998,499,45061,71,68.19764729199994,0.0,0
100,500,5,F_TruncPareto,S_TruncExponential,TruncPareto,Uniform,0.996,498,44701,72,12.235345499999994,0.996,498
100,500,5,F_TruncPareto,S_TruncExponential,TruncPareto,TruncExponential,0.996,498,44303,73,5.4681382499999245,0.992,496
100,500,5,F_TruncPareto,S_TruncExponential,TruncPareto,TruncPareto,1.0,500,43661,74,5.457840415999954,0.998,499
100,500,5,F_TruncPareto,S_TruncPareto,F_TruncPareto,F_TruncPareto,0.956,478,43647,75,4.301862041000049,0.956,478
100,500,5,F_TruncPareto,S_TruncPareto,F_TruncPareto,F_TruncExponential,0.99,495,43188,76,4.28437299999996,0.962,481
100,500,5,F_TruncPareto,S_TruncPareto,F_TruncPareto,Uniform,0.968,484,43486,77,2.158732999999984,0.868,434
100,500,5,F_TruncPareto,S_TruncPareto,F_TruncPareto,TruncExponential,0.976,488,43347,78,3.196679667000012,0.788,394
100,500,5,F_TruncPareto,S_TruncPareto,F_TruncPareto,TruncPareto,0.988,494,44326,79,4.237053040999967,0.794,397
100,500,5,F_TruncPareto,S_TruncPareto,F_TruncExponential,F_TruncPareto,0.988,494,43224,80,3.043484833999969,0.986,493
100,500,5,F_TruncPareto,S_TruncPareto,F_TruncExponential,F_TruncExponential,0.966,483,43614,81,3.966629459000046,0.948,474
100,500,5,F_TruncPareto,S_TruncPareto,F_TruncExponential,Uniform,0.978,489,42971,82,2.917036291000045,0.908,454
100,500,5,F_TruncPareto,S_TruncPareto,F_TruncExponential,TruncExponential,0.988,494,44399,83,2.9665854169999193,0.83,415
100,500,5,F_TruncPareto,S_TruncPareto,F_TruncExponential,TruncPareto,0.956,478,43288,84,2.867342833000066,0.83,415
100,500,5,F_TruncPareto,S_TruncPareto,Uniform,F_TruncPareto,0.964,482,43369,85,3.2893670419999808,0.964,482
100,500,5,F_TruncPareto,S_TruncPareto,Uniform,F_TruncExponential,0.974,487,43198,86,3.283977084000071,0.972,486
100,500,5,F_TruncPareto,S_TruncPareto,Uniform,Uniform,0.982,491,43334,87,4.051482041999975,0.95,475
100,500,5,F_TruncPareto,S_TruncPareto,Uniform,TruncExponential,0.96,480,44926,88,6.572664625000016,0.906,453
100,500,5,F_TruncPareto,S_TruncPareto,Uniform,TruncPareto,0.986,493,42755,89,2.4403523750000886,0.94,470
100,500,5,F_TruncPareto,S_TruncPareto,TruncExponential,F_TruncPareto,0.992,496,43789,90,2.847659666000027,0.99,495
100,500,5,F_TruncPareto,S_TruncPareto,TruncExponential,F_TruncExponential,0.982,491,44260,91,2.1322200419999717,0.98,490
100,500,5,F_TruncPareto,S_TruncPareto,TruncExponential,Uniform,0.96,480,43322,92,9.698320040999988,0.954,477
100,500,5,F_TruncPareto,S_TruncPareto,TruncExponential,TruncExponential,0.984,492,43322,93,2.8095340840000063,0.98,490
100,500,5,F_TruncPareto,S_TruncPareto,TruncExponential,TruncPareto,0.966,483,42725,94,3.485347499999989,0.954,477
100,500,5,F_TruncPareto,S_TruncPareto,TruncPareto,F_TruncPareto,0.984,492,44035,95,2.7718127919999915,0.984,492
100,500,5,F_TruncPareto,S_TruncPareto,TruncPareto,F_TruncExponential,0.988,494,43078,96,4.7695992090000345,0.988,494
100,500,5,F_TruncPareto,S_TruncPareto,TruncPareto,Uniform,0.986,493,44241,97,5.456931332999943,0.986,493
100,500,5,F_TruncPareto,S_TruncPareto,TruncPareto,TruncExponential,0.97,485,43454,98,2.0661469589999797,0.97,485
100,500,5,F_TruncPareto,S_TruncPareto,TruncPareto,TruncPareto,0.992,496,43213,99,4.792038416999958,0.992,496
100,500,5,F_TruncExponential,F_S_TruncPareto,F_TruncPareto,F_TruncPareto,1.0,500,39876,100,3.581634916999974,0.024,12
100,500,5,F_TruncExponential,F_S_TruncPareto,F_TruncPareto,F_TruncExponential,1.0,500,39342,101,3.5057492079999975,0.026,13
100,500,5,F_TruncExponential,F_S_TruncPareto,F_TruncPareto,Uniform,1.0,500,39691,102,4.1234255409999605,0.048,24
100,500,5,F_TruncExponential,F_S_TruncPareto,F_TruncPareto,TruncExponential,1.0,500,37172,103,3.3427744589999975,0.028,14
100,500,5,F_TruncExponential,F_S_TruncPareto,F_TruncPareto,TruncPareto,1.0,500,39346,104,3.2284994169999663,0.04,20
100,500,5,F_TruncExponential,F_S_TruncPareto,F_TruncExponential,F_TruncPareto,1.0,500,38977,105,3.249223499999971,0.032,16
100,500,5,F_TruncExponential,F_S_TruncPareto,F_TruncExponential,F_TruncExponential,1.0,500,39569,106,3.8654825830000163,0.088,44
100,500,5,F_TruncExponential,F_S_TruncPareto,F_TruncExponential,Uniform,1.0,500,38733,107,3.9728304999999864,0.036,18
100,500,5,F_TruncExponential,F_S_TruncPareto,F_TruncExponential,TruncExponential,1.0,500,39200,108,3.910142124999993,0.024,12
100,500,5,F_TruncExponential,F_S_TruncPareto,F_TruncExponential,TruncPareto,1.0,500,41194,109,3.984374207999963,0.03,15
100,500,5,F_TruncExponential,F_S_TruncPareto,Uniform,F_TruncPareto,1.0,500,37907,110,3.6478599580000264,0.034,17
100,500,5,F_TruncExponential,F_S_TruncPareto,Uniform,F_TruncExponential,1.0,500,38749,111,3.694150583999999,0.022,11
100,500,5,F_TruncExponential,F_S_TruncPareto,Uniform,Uniform,1.0,500,39255,112,3.6037261669999907,0.052,26
100,500,5,F_TruncExponential,F_S_TruncPareto,Uniform,TruncExponential,1.0,500,38083,113,4.266729832999999,0.042,21
100,500,5,F_TruncExponential,F_S_TruncPareto,Uniform,TruncPareto,1.0,500,38312,114,4.217506416999981,0.068,34
100,500,5,F_TruncExponential,F_S_TruncPareto,TruncExponential,F_TruncPareto,1.0,500,37266,115,5.289401333000001,0.052,26
100,500,5,F_TruncExponential,F_S_TruncPareto,TruncExponential,F_TruncExponential,1.0,500,37662,116,4.034509958000058,0.048,24
100,500,5,F_TruncExponential,F_S_TruncPareto,TruncExponential,Uniform,1.0,500,38480,117,4.627603625000006,0.076,38
100,500,5,F_TruncExponential,F_S_TruncPareto,TruncExponential,TruncExponential,1.0,500,37929,118,3.9973571250000077,0.036,18
100,500,5,F_TruncExponential,F_S_TruncPareto,TruncExponential,TruncPareto,1.0,500,38267,119,4.026203707999912,0.038,19
100,500,5,F_TruncExponential,F_S_TruncPareto,TruncPareto,F_TruncPareto,1.0,500,40539,120,4.676264458999981,0.042,21
100,500,5,F_TruncExponential,F_S_TruncPareto,TruncPareto,F_TruncExponential,1.0,500,39372,121,5.2538532080000095,0.064,32
100,500,5,F_TruncExponential,F_S_TruncPareto,TruncPareto,Uniform,1.0,500,38879,122,5.339398375000087,0.04,20
100,500,5,F_TruncExponential,F_S_TruncPareto,TruncPareto,TruncExponential,1.0,500,37641,123,4.5446190000000115,0.086,43
100,500,5,F_TruncExponential,F_S_TruncPareto,TruncPareto,TruncPareto,1.0,500,38394,124,5.342516667000041,0.022,11
100,500,5,F_TruncExponential,F_S_TruncExponential,F_TruncPareto,F_TruncPareto,1.0,500,36613,125,2.839347167000028,0.008,4
100,500,5,F_TruncExponential,F_S_TruncExponential,F_TruncPareto,F_TruncExponential,1.0,500,38955,126,2.802898750000054,0.006,3
100,500,5,F_TruncExponential,F_S_TruncExponential,F_TruncPareto,Uniform,1.0,500,38025,127,2.8129118330000438,0.002,1
100,500,5,F_TruncExponential,F_S_TruncExponential,F_TruncPareto,TruncExponential,1.0,500,37591,128,2.7599007910000637,0.002,1
100,500,5,F_TruncExponential,F_S_TruncExponential,F_TruncPareto,TruncPareto,1.0,500,37671,129,3.4247309580000547,0.01,5
100,500,5,F_TruncExponential,F_S_TruncExponential,F_TruncExponential,F_TruncPareto,1.0,500,37898,130,3.6427702080000017,0.004,2
100,500,5,F_TruncExponential,F_S_TruncExponential,F_TruncExponential,F_TruncExponential,1.0,500,36656,131,3.4913862920000156,0.01,5
100,500,5,F_TruncExponential,F_S_TruncExponential,F_TruncExponential,Uniform,1.0,500,39706,132,2.6568030420000923,0.002,1
100,500,5,F_TruncExponential,F_S_TruncExponential,F_TruncExponential,TruncExponential,1.0,500,37592,133,3.2850819999999885,0.014,7
100,500,5,F_TruncExponential,F_S_TruncExponential,F_TruncExponential,TruncPareto,1.0,500,39923,134,3.4075087090000125,0.006,3
100,500,5,F_TruncExponential,F_S_TruncExponential,Uniform,F_TruncPareto,1.0,500,40055,135,3.1628192919999947,0.0,0
100,500,5,F_TruncExponential,F_S_TruncExponential,Uniform,F_TruncExponential,1.0,500,38409,136,3.8052924580000536,0.022,11
100,500,5,F_TruncExponential,F_S_TruncExponential,Uniform,Uniform,1.0,500,38369,137,3.0149676670000645,0.008,4
100,500,5,F_TruncExponential,F_S_TruncExponential,Uniform,TruncExponential,1.0,500,40022,138,3.729936082999984,0.006,3
100,500,5,F_TruncExponential,F_S_TruncExponential,Uniform,TruncPareto,1.0,500,40212,139,3.7159301670000104,0.008,4
100,500,5,F_TruncExponential,F_S_TruncExponential,TruncExponential,F_TruncPareto,1.0,500,38923,140,3.467646000000059,0.002,1
100,500,5,F_TruncExponential,F_S_TruncExponential,TruncExponential,F_TruncExponential,1.0,500,38937,141,4.0532378749999225,0.016,8
100,500,5,F_TruncExponential,F_S_TruncExponential,TruncExponential,Uniform,1.0,500,39110,142,4.09678970799996,0.01,5
100,500,5,F_TruncExponential,F_S_TruncExponential,TruncExponential,TruncExponential,1.0,500,38729,143,3.4690970000000334,0.002,1
100,500,5,F_TruncExponential,F_S_TruncExponential,TruncExponential,TruncPareto,1.0,500,40461,144,2.7451862500000743,0.0,0
100,500,5,F_TruncExponential,F_S_TruncExponential,TruncPareto,F_TruncPareto,1.0,500,38813,145,4.723090708999962,0.004,2
100,500,5,F_TruncExponential,F_S_TruncExponential,TruncPareto,F_TruncExponential,1.0,500,39001,146,4.698426625000025,0.008,4
100,500,5,F_TruncExponential,F_S_TruncExponential,TruncPareto,Uniform,1.0,500,38076,147,6.017450582999913,0.002,1
100,500,5,F_TruncExponential,F_S_TruncExponential,TruncPareto,TruncExponential,1.0,500,39094,148,4.715905582999994,0.0,0
100,500,5,F_TruncExponential,F_S_TruncExponential,TruncPareto,TruncPareto,1.0,500,36844,149,4.658202250000045,0.02,10
100,500,5,F_TruncExponential,S_TruncExponential,F_TruncPareto,F_TruncPareto,0.998,499,39689,150,3.2160245420000138,0.992,496
100,500,5,F_TruncExponential,S_TruncExponential,F_TruncPareto,F_TruncExponential,0.998,499,37850,151,2.1633939170000076,0.954,477
100,500,5,F_TruncExponential,S_TruncExponential,F_TruncPareto,Uniform,0.996,498,39407,152,3.228351834000023,0.834,417
100,500,5,F_TruncExponential,S_TruncExponential,F_TruncPareto,TruncExponential,0.992,496,39013,153,3.166756458000009,0.712,356
100,500,5,F_TruncExponential,S_TruncExponential,F_TruncPareto,TruncPareto,0.992,496,38029,154,3.144477375000065,0.688,344
100,500,5,F_TruncExponential,S_TruncExponential,F_TruncExponential,F_TruncPareto,0.994,497,38950,155,2.970938959000023,0.988,494
100,500,5,F_TruncExponential,S_TruncExponential,F_TruncExponential,F_TruncExponential,0.996,498,38077,156,2.939881166999953,0.956,478
100,500,5,F_TruncExponential,S_TruncExponential,F_TruncExponential,Uniform,0.998,499,37076,157,2.8716487079999524,0.832,416
100,500,5,F_TruncExponential,S_TruncExponential,F_TruncExponential,TruncExponential,0.996,498,37313,158,2.888327375000017,0.8,400
100,500,5,F_TruncExponential,S_TruncExponential,F_TruncExponential,TruncPareto,0.988,494,37562,159,2.90077845899998,0.762,381
100,500,5,F_TruncExponential,S_TruncExponential,Uniform,F_TruncPareto,0.994,497,37308,160,2.4125726669999494,0.99,495
100,500,5,F_TruncExponential,S_TruncExponential,Uniform,F_TruncExponential,0.994,497,36732,161,2.45167595800001,0.982,491
100,500,5,F_TruncExponential,S_TruncExponential,Uniform,Uniform,0.998,499,38205,162,2.4597255840000116,0.928,464
100,500,5,F_TruncExponential,S_TruncExponential,Uniform,TruncExponential,0.994,497,40643,163,2.4408649590000095,0.904,452
100,500,5,F_TruncExponential,S_TruncExponential,Uniform,TruncPareto,0.99,495,38338,164,3.2318764589999773,0.91,455
100,500,5,F_TruncExponential,S_TruncExponential,TruncExponential,F_TruncPareto,0.998,499,38166,165,3.4697665830000233,0.998,499
100,500,5,F_TruncExponential,S_TruncExponential,TruncExponential,F_TruncExponential,0.998,499,38808,166,3.504583834000073,0.994,497
100,500,5,F_TruncExponential,S_TruncExponential,TruncExponential,Uniform,0.998,499,39030,167,3.5197589580000113,0.98,490
100,500,5,F_TruncExponential,S_TruncExponential,TruncExponential,TruncExponential,1.0,500,39699,168,3.4649047089999385,0.996,498
100,500,5,F_TruncExponential,S_TruncExponential,TruncExponential,TruncPareto,1.0,500,39649,169,3.517692583999974,0.982,491
100,500,5,F_TruncExponential,S_TruncExponential,TruncPareto,F_TruncPareto,0.998,499,39049,170,4.734349124999994,0.998,499
