n_sources,n_dataitems,n_distinct,coverage_dist,truth_dist,distinct_dist,spread_dist,optimal_perc_score,optimal_score,n_claims,iteration_index,Majority_time,Majority_score_perc,Majority_score,TruthFinder_time,TruthFinder_score_perc,TruthFinder_score,TwoEstimates_time,TwoEstimates_score_perc,TwoEstimates_score,ThreeEstimates_time,ThreeEstimates_score_perc,ThreeEstimates_score
500,100,5,F_TruncPareto,F_TruncPareto,F_TruncPareto,F_TruncPareto,1.0,100,43722,0,0.015172833999999913,1.0,100,0.17733004100000005,1.0,100,1.9001887499999999,0.0,0,1.7992584169999999,1.0,100
500,100,5,F_TruncPareto,F_TruncPareto,F_TruncPareto,F_TruncExponential,1.0,100,43868,1,0.014465167000000001,1.0,100,0.17051700000000025,1.0,100,1.9243078750000002,0.0,0,1.8628417089999996,1.0,100
500,100,5,F_TruncPareto,F_TruncPareto,F_TruncPareto,Uniform,1.0,100,43609,2,0.015404290999999404,1.0,100,0.18423300000000076,1.0,100,1.9997367910000001,0.0,0,1.864704249999999,1.0,100
500,100,5,F_TruncPareto,F_TruncPareto,F_TruncPareto,TruncExponential,1.0,100,43840,3,0.01489487499999953,1.0,100,0.17512099999999897,1.0,100,1.983585625,0.0,0,1.8757591670000018,1.0,100
500,100,5,F_TruncPareto,F_TruncPareto,F_TruncPareto,TruncPareto,1.0,100,43770,4,0.014860750000000422,1.0,100,0.17578800000000072,1.0,100,1.9921489580000014,0.0,0,1.878453499999999,1.0,100
500,100,5,F_TruncPareto,F_TruncPareto,F_TruncExponential,F_TruncPareto,1.0,100,44202,5,0.015146000000001436,1.0,100,0.17324208300000166,1.0,100,1.9465791669999994,0.0,0,1.8191681670000008,1.0,100
500,100,5,F_TruncPareto,F_TruncPareto,F_TruncExponential,F_TruncExponential,1.0,100,44227,6,0.015042749999999216,1.0,100,0.17428254200000026,1.0,100,1.9191907089999987,0.0,0,1.8069800829999991,1.0,100
500,100,5,F_TruncPareto,F_TruncPareto,F_TruncExponential,Uniform,1.0,100,43926,7,0.014999833000000962,1.0,100,0.16830645900000007,1.0,100,1.932275917000002,0.0,0,1.8007695420000047,1.0,100
500,100,5,F_TruncPareto,F_TruncPareto,F_TruncExponential,TruncExponential,1.0,100,43928,8,0.014930332999995244,1.0,100,0.16909891599999582,1.0,100,2.5244127500000033,0.0,0,1.804799250000002,1.0,100
500,100,5,F_TruncPareto,F_TruncPareto,F_TruncExponential,TruncPareto,1.0,100,44100,9,0.01456875000000224,1.0,100,0.1724797919999972,1.0,100,2.6018655829999986,0.0,0,1.8163359170000035,1.0,100
500,100,5,F_TruncPareto,F_TruncPareto,Uniform,F_TruncPareto,1.0,100,43186,10,0.015079708000001801,1.0,100,0.15589775000000117,1.0,100,2.9932699160000027,0.0,0,1.6586503750000006,1.0,100
500,100,5,F_TruncPareto,F_TruncPareto,Uniform,F_TruncExponential,1.0,100,44056,11,0.014983042000004332,1.0,100,0.15925045900000612,1.0,100,3.026099708000004,0.0,0,1.6827243749999994,1.0,100
500,100,5,F_TruncPareto,F_TruncPareto,Uniform,Uniform,1.0,100,44089,12,0.01484662500000411,1.0,100,0.1593448329999987,1.0,100,2.970502207999999,0.0,0,1.6817062500000048,1.0,100
500,100,5,F_TruncPareto,F_TruncPareto,Uniform,TruncExponential,1.0,100,44273,13,0.015210957999997277,1.0,100,0.15610062500000055,1.0,100,3.020900250000004,0.0,0,1.659398166999999,1.0,100
500,100,5,F_TruncPareto,F_TruncPareto,Uniform,TruncPareto,1.0,100,43996,14,0.014981292000001645,1.0,100,0.15768366700000058,1.0,100,1.8170032089999921,0.0,0,1.6815751669999912,1.0,100
500,100,5,F_TruncPareto,F_TruncPareto,TruncExponential,F_TruncPareto,1.0,100,43455,15,0.015226083000001722,1.0,100,0.14959825000001103,1.0,100,2.875533875000002,0.0,0,1.5574806249999966,1.0,100
500,100,5,F_TruncPareto,F_TruncPareto,TruncExponential,F_TruncExponential,1.0,100,44071,16,0.015148791000001438,1.0,100,0.147435999999999,1.0,100,5.1882200830000045,0.0,0,2.3028321660000017,1.0,100
