n_sources,n_dataitems,n_distinct,coverage_dist,truth_dist,distinct_dist,spread_dist,optimal_perc_score,optimal_score,n_claims,iteration_index,Majority_time,Majority_score_perc,Majority_score,TruthFinder_time,TruthFinder_score_perc,TruthFinder_score,TwoEstimates_time,TwoEstimates_score_perc,TwoEstimates_score,ThreeEstimates_time,ThreeEstimates_score_perc,ThreeEstimates_score
100,500,20,F_TruncPareto,F_TruncPareto,F_TruncPareto,F_TruncPareto,1.0,500,44642,0,0.07017870800000003,1.0,500,0.9162292500000002,1.0,500,6.323793541,0.0,0,7.468805334000001,1.0,500
100,500,20,F_TruncPareto,F_TruncPareto,F_TruncExponential,F_TruncPareto,1.0,500,43510,1,0.07014816700000281,1.0,500,0.9246310830000013,1.0,500,6.683375082999998,0.0,0,8.258841334,1.0,500
100,500,20,F_TruncPareto,F_TruncPareto,Uniform,F_TruncPareto,1.0,500,43264,2,0.07240670900000623,1.0,500,0.7768415419999997,1.0,500,5.069266624999997,0.0,0,5.881739000000003,1.0,500
100,500,20,F_TruncPareto,F_TruncPareto,TruncExponential,F_TruncPareto,1.0,500,44202,3,0.07164508299999994,1.0,500,0.558723833000002,1.0,500,4.591337290999995,0.0,0,4.0967120840000035,1.0,500
100,500,20,F_TruncPareto,F_TruncPareto,TruncPareto,F_TruncPareto,1.0,500,43866,4,0.07170329200000225,1.0,500,0.4466096250000007,1.0,500,4.2266565830000005,0.0,0,3.0259740420000014,1.0,500
100,500,20,F_TruncPareto,F_TruncExponential,F_TruncPareto,F_TruncPareto,1.0,500,42731,5,0.07141441699999973,1.0,500,1.2242276659999973,1.0,500,8.794051792000005,0.0,0,10.441714290999997,1.0,500
100,500,20,F_TruncPareto,F_TruncExponential,F_TruncExponential,F_TruncPareto,1.0,500,44792,6,0.0708227920000013,1.0,500,1.0758683340000061,1.0,500,7.6578068749999915,0.0,0,9.073525124999989,1.0,500
100,500,20,F_TruncPareto,F_TruncExponential,Uniform,F_TruncPareto,1.0,500,42004,7,0.0730790829999961,1.0,500,0.9195856669999927,1.0,500,6.352898459000002,0.0,0,7.534819749999997,1.0,500
100,500,20,F_TruncPareto,F_TruncExponential,TruncExponential,F_TruncPareto,1.0,500,42329,8,0.07173104100000671,1.0,500,0.6095247499999914,1.0,500,3.8398224169999935,0.0,0,4.569473292000012,1.0,500
100,500,20,F_TruncPareto,F_TruncExponential,TruncPareto,F_TruncPareto,1.0,500,41242,9,0.07091433299999039,1.0,500,0.46461400000001163,1.0,500,2.684895582999985,0.0,0,3.196481750000004,1.0,500
