n_sources,n_dataitems,n_distinct,coverage_dist,truth_dist,distinct_dist,spread_dist,optimal_perc_score,optimal_score,n_claims,iteration_index,Majority_time,Majority_score_perc,Majority_score,TruthFinder_time,TruthFinder_score_perc,TruthFinder_score,TwoEstimates_time,TwoEstimates_score_perc,TwoEstimates_score,ThreeEstimates_time,ThreeEstimates_score_perc,ThreeEstimates_score
500,100,5,F_TruncPareto,F_TruncPareto,F_TruncPareto,F_TruncPareto,1.0,100,44034,0,0.01550358400000007,1.0,100,0.18080949999999996,1.0,100,2.636870791,0.0,0,1.7809997090000005,1.0,100
500,100,5,F_TruncPareto,F_TruncPareto,F_TruncPareto,F_TruncExponential,1.0,100,44003,1,0.014323958999999498,1.0,100,0.17007529199999993,1.0,100,1.886918583,0.0,0,1.797332292,1.0,100
500,100,5,F_TruncPareto,F_TruncPareto,F_TruncPareto,Uniform,1.0,100,44037,2,0.014330582999999564,1.0,100,0.18050758299999892,1.0,100,1.8863049590000003,0.0,0,1.7666452499999998,1.0,100
500,100,5,F_TruncPareto,F_TruncPareto,F_TruncPareto,TruncExponential,1.0,100,44011,3,0.014299083000000934,1.0,100,0.16821091699999968,1.0,100,1.8768434589999998,0.0,0,1.7741985419999988,1.0,100
500,100,5,F_TruncPareto,F_TruncPareto,F_TruncPareto,TruncPareto,1.0,100,44259,4,0.01435629199999866,1.0,100,0.16986820900000055,1.0,100,1.8950696659999977,0.0,0,1.772381708000001,1.0,100
500,100,5,F_TruncPareto,F_TruncPareto,F_TruncExponential,F_TruncPareto,1.0,100,43639,5,0.014319291999999706,1.0,100,0.16351570899999857,1.0,100,2.611256291,0.0,0,1.7874116660000006,1.0,100
500,100,5,F_TruncPareto,F_TruncPareto,F_TruncExponential,F_TruncExponential,1.0,100,43812,6,0.014889124999999837,1.0,100,0.1685451659999977,1.0,100,2.5461878749999975,0.0,0,1.7863654999999987,1.0,100
500,100,5,F_TruncPareto,F_TruncPareto,F_TruncExponential,Uniform,1.0,100,44100,7,0.014899875000001117,1.0,100,0.17027358300000017,1.0,100,1.8986166250000025,0.0,0,1.7688543330000002,1.0,100
500,100,5,F_TruncPareto,F_TruncPareto,F_TruncExponential,TruncExponential,1.0,100,44247,8,0.014959124999997186,1.0,100,0.1694340419999989,1.0,100,1.9132178750000008,0.0,0,1.7967856249999983,1.0,100
500,100,5,F_TruncPareto,F_TruncPareto,F_TruncExponential,TruncPareto,1.0,100,43871,9,0.015012874999996484,1.0,100,0.1679135000000045,1.0,100,1.8923559999999995,0.0,0,1.7828847499999938,1.0,100
500,100,5,F_TruncPareto,F_TruncPareto,Uniform,F_TruncPareto,1.0,100,43791,10,0.015101874999999154,1.0,100,0.16261074999999892,1.0,100,3.044687332999999,0.0,0,1.6929064170000032,1.0,100
500,100,5,F_TruncPareto,F_TruncPareto,Uniform,F_TruncExponential,1.0,100,44335,11,0.015656791000004944,1.0,100,0.16120916699999555,1.0,100,3.111822625000002,0.0,0,1.7314012910000045,1.0,100
